epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss,val_precision,val_recall
0,9,,,2.80859375,,,,,
0,19,,,2.4873046875,,,,,
0,29,,,2.5556640625,,,,,
0,39,,,3.2109375,,,,,
0,49,,,2.8212890625,,,,,
0,59,,,2.564453125,,,,,
0,69,,,2.76171875,,,,,
0,79,,,2.1748046875,,,,,
0,89,,,2.6796875,,,,,
0,99,,,2.25244140625,,,,,
0,109,,,1.77734375,,,,,
0,119,,,1.61962890625,,,,,
0,129,,,2.3212890625,,,,,
0,139,,,2.943359375,,,,,
0,149,,,2.8837890625,,,,,
0,159,,,2.400390625,,,,,
0,169,,,1.701171875,,,,,
0,179,,,1.86083984375,,,,,
0,189,,,1.79248046875,,,,,
0,199,,,2.90234375,,,,,
0,199,,,,0.33000001311302185,0.24666661024093628,2.3392386436462402,0.24333329498767853,0.2633332908153534
0,199,0.19499999284744263,2.498326301574707,,,,,,
1,209,,,3.322265625,,,,,
1,219,,,1.6748046875,,,,,
1,229,,,1.74609375,,,,,
1,239,,,1.79541015625,,,,,
1,249,,,2.28173828125,,,,,
1,259,,,1.64306640625,,,,,
1,269,,,2.40283203125,,,,,
1,279,,,2.8203125,,,,,
1,289,,,2.955078125,,,,,
1,299,,,2.24609375,,,,,
1,309,,,3.005859375,,,,,
1,319,,,3.236328125,,,,,
1,329,,,1.597900390625,,,,,
1,339,,,2.23388671875,,,,,
1,349,,,2.91015625,,,,,
1,359,,,2.01123046875,,,,,
1,369,,,1.236328125,,,,,
1,379,,,1.591796875,,,,,
1,389,,,2.2275390625,,,,,
1,399,,,2.104736328125,,,,,
1,399,,,,0.3499999940395355,0.25999993085861206,2.078120470046997,0.25333330035209656,0.2733333110809326
1,399,0.3700000047683716,2.0740346908569336,,,,,,
2,409,,,1.43896484375,,,,,
2,419,,,3.13671875,,,,,
2,429,,,1.20703125,,,,,
2,439,,,1.5751953125,,,,,
2,449,,,1.71484375,,,,,
2,459,,,0.65020751953125,,,,,
2,469,,,0.910888671875,,,,,
2,479,,,1.43597412109375,,,,,
2,489,,,1.234619140625,,,,,
2,499,,,1.046875,,,,,
2,509,,,2.703125,,,,,
2,519,,,1.17626953125,,,,,
2,529,,,1.67041015625,,,,,
2,539,,,1.353515625,,,,,
2,549,,,0.87451171875,,,,,
2,559,,,0.3184814453125,,,,,
2,569,,,1.7236328125,,,,,
2,579,,,1.79248046875,,,,,
2,589,,,0.899169921875,,,,,
2,599,,,1.0322265625,,,,,
2,599,,,,0.4000000059604645,0.31999990344047546,2.407076835632324,0.31999993324279785,0.32499992847442627
2,599,0.5450000166893005,1.5148413181304932,,,,,,
3,609,,,0.893035888671875,,,,,
3,619,,,0.84619140625,,,,,
3,629,,,0.263427734375,,,,,
3,639,,,0.241424560546875,,,,,
3,649,,,1.2998046875,,,,,
3,659,,,0.9881591796875,,,,,
3,669,,,0.92138671875,,,,,
3,679,,,1.064453125,,,,,
3,689,,,1.146209716796875,,,,,
3,699,,,0.8955078125,,,,,
3,709,,,0.3973388671875,,,,,
3,719,,,0.97711181640625,,,,,
3,729,,,1.34423828125,,,,,
3,739,,,1.2260589599609375,,,,,
3,749,,,1.39892578125,,,,,
3,759,,,1.22314453125,,,,,
3,769,,,0.9649658203125,,,,,
3,779,,,1.25775146484375,,,,,
3,789,,,1.82177734375,,,,,
3,799,,,0.5638427734375,,,,,
3,799,,,,0.4000000059604645,0.32666656374931335,2.234260082244873,0.3233332335948944,0.33333325386047363
3,799,0.6875,1.0667179822921753,,,,,,
4,809,,,0.46466064453125,,,,,
4,819,,,0.46270751953125,,,,,
4,829,,,0.588134765625,,,,,
4,839,,,1.11187744140625,,,,,
4,849,,,0.242431640625,,,,,
4,859,,,0.859130859375,,,,,
4,869,,,1.21685791015625,,,,,
4,879,,,0.61865234375,,,,,
4,889,,,0.330810546875,,,,,
4,899,,,1.377685546875,,,,,
4,909,,,0.162994384765625,,,,,
4,919,,,0.64990234375,,,,,
4,929,,,1.21044921875,,,,,
4,939,,,0.79241943359375,,,,,
4,949,,,0.310333251953125,,,,,
4,959,,,0.1688232421875,,,,,
4,969,,,0.09161376953125,,,,,
4,979,,,0.269287109375,,,,,
4,989,,,0.8096961975097656,,,,,
4,999,,,1.0380859375,,,,,
4,999,,,,0.4300000071525574,0.3466666340827942,2.347252607345581,0.3499999940395355,0.3449999690055847
4,999,0.8550000190734863,0.6532277464866638,,,,,,
5,1009,,,0.89453125,,,,,
5,1019,,,0.29156494140625,,,,,
5,1029,,,0.123016357421875,,,,,
5,1039,,,0.32196044921875,,,,,
5,1049,,,0.35094451904296875,,,,,
5,1059,,,0.199493408203125,,,,,
5,1069,,,0.1884765625,,,,,
5,1079,,,0.189483642578125,,,,,
5,1089,,,0.19024658203125,,,,,
5,1099,,,0.2993011474609375,,,,,
5,1109,,,0.40606689453125,,,,,
5,1119,,,1.13427734375,,,,,
5,1129,,,0.131439208984375,,,,,
5,1139,,,0.176788330078125,,,,,
5,1149,,,0.0454254150390625,,,,,
5,1159,,,0.3699951171875,,,,,
5,1169,,,0.24785614013671875,,,,,
5,1179,,,0.02175140380859375,,,,,
5,1189,,,0.06304168701171875,,,,,
5,1199,,,0.1204376220703125,,,,,
5,1199,,,,0.4300000071525574,0.35333332419395447,1.8125630617141724,0.3499999940395355,0.36000001430511475
5,1199,0.9750000238418579,0.3404527008533478,,,,,,
6,1209,,,0.49627685546875,,,,,
6,1219,,,0.10062408447265625,,,,,
6,1229,,,0.74774169921875,,,,,
6,1239,,,0.2569580078125,,,,,
6,1249,,,0.0874176025390625,,,,,
6,1259,,,0.0659942626953125,,,,,
6,1269,,,0.1717529296875,,,,,
6,1279,,,0.051666259765625,,,,,
6,1289,,,0.3018798828125,,,,,
6,1299,,,0.271453857421875,,,,,
6,1309,,,0.75335693359375,,,,,
6,1319,,,0.7732162475585938,,,,,
6,1329,,,0.14788818359375,,,,,
6,1339,,,0.1746826171875,,,,,
6,1349,,,0.2454833984375,,,,,
6,1359,,,0.3664398193359375,,,,,
6,1369,,,0.03936004638671875,,,,,
6,1379,,,0.03662109375,,,,,
6,1389,,,0.3246917724609375,,,,,
6,1399,,,0.177642822265625,,,,,
6,1399,,,,0.44999998807907104,0.36666664481163025,1.7627403736114502,0.3733333349227905,0.3633333146572113
6,1399,0.9649999737739563,0.29903948307037354,,,,,,
7,1409,,,0.0475311279296875,,,,,
7,1419,,,0.39691162109375,,,,,
7,1429,,,0.0490875244140625,,,,,
7,1439,,,0.08673095703125,,,,,
7,1449,,,0.04084014892578125,,,,,
7,1459,,,0.2220458984375,,,,,
7,1469,,,0.073272705078125,,,,,
7,1479,,,0.02685546875,,,,,
7,1489,,,0.1357421875,,,,,
7,1499,,,0.0927581787109375,,,,,
7,1509,,,0.26812744140625,,,,,
7,1519,,,0.51837158203125,,,,,
7,1529,,,0.0503997802734375,,,,,
7,1539,,,0.5418205261230469,,,,,
7,1549,,,0.1259613037109375,,,,,
7,1559,,,0.025302886962890625,,,,,
7,1569,,,0.1749267578125,,,,,
7,1579,,,0.162994384765625,,,,,
7,1589,,,0.334716796875,,,,,
7,1599,,,0.0571441650390625,,,,,
7,1599,,,,0.4399999976158142,0.3399999737739563,1.9064545631408691,0.34333327412605286,0.33833327889442444
7,1599,0.9925000071525574,0.21881234645843506,,,,,,
8,1609,,,0.475189208984375,,,,,
8,1619,,,0.37750244140625,,,,,
8,1629,,,0.37982177734375,,,,,
8,1639,,,0.10948944091796875,,,,,
8,1649,,,0.1092376708984375,,,,,
8,1659,,,0.11114501953125,,,,,
8,1669,,,0.093475341796875,,,,,
8,1679,,,0.15533447265625,,,,,
8,1689,,,0.51123046875,,,,,
8,1699,,,0.0995025634765625,,,,,
8,1709,,,0.1163177490234375,,,,,
8,1719,,,0.6465072631835938,,,,,
8,1729,,,0.48079681396484375,,,,,
8,1739,,,0.04245758056640625,,,,,
8,1749,,,0.019405364990234375,,,,,
8,1759,,,0.10529327392578125,,,,,
8,1769,,,0.0901031494140625,,,,,
8,1779,,,0.66741943359375,,,,,
8,1789,,,0.4711647033691406,,,,,
8,1799,,,0.12776947021484375,,,,,
8,1799,,,,0.44999998807907104,0.36666664481163025,1.7943084239959717,0.3700000047683716,0.3649999499320984
8,1799,0.9950000047683716,0.20526123046875,,,,,,
9,1809,,,0.7244873046875,,,,,
9,1819,,,0.15816307067871094,,,,,
9,1829,,,0.181396484375,,,,,
9,1839,,,0.25553321838378906,,,,,
9,1849,,,0.173065185546875,,,,,
9,1859,,,0.41558837890625,,,,,
9,1869,,,0.156707763671875,,,,,
9,1879,,,0.247314453125,,,,,
9,1889,,,0.8328857421875,,,,,
9,1899,,,0.173431396484375,,,,,
9,1909,,,0.049041748046875,,,,,
9,1919,,,0.63409423828125,,,,,
9,1929,,,0.75439453125,,,,,
9,1939,,,0.0565643310546875,,,,,
9,1949,,,0.0183563232421875,,,,,
9,1959,,,0.1473388671875,,,,,
9,1969,,,0.01399993896484375,,,,,
9,1979,,,0.14432144165039062,,,,,
9,1989,,,0.158966064453125,,,,,
9,1999,,,0.125762939453125,,,,,
9,1999,,,,0.47999998927116394,0.3933333456516266,1.7620702981948853,0.4000000059604645,0.38999998569488525
9,1999,0.9925000071525574,0.18995974957942963,,,,,,
10,2009,,,0.301055908203125,,,,,
10,2019,,,0.31121826171875,,,,,
10,2029,,,0.06243896484375,,,,,
10,2039,,,0.0283966064453125,,,,,
10,2049,,,0.1485595703125,,,,,
10,2059,,,0.05743408203125,,,,,
10,2069,,,0.0778350830078125,,,,,
10,2079,,,0.1454010009765625,,,,,
10,2089,,,0.024932861328125,,,,,
10,2099,,,0.06993865966796875,,,,,
10,2109,,,0.2445068359375,,,,,
10,2119,,,0.0562286376953125,,,,,
10,2129,,,0.0487060546875,,,,,
10,2139,,,0.125701904296875,,,,,
10,2149,,,0.1907958984375,,,,,
10,2159,,,0.2471160888671875,,,,,
10,2169,,,0.03578948974609375,,,,,
10,2179,,,0.0433349609375,,,,,
10,2189,,,0.374542236328125,,,,,
10,2199,,,0.5831756591796875,,,,,
10,2199,,,,0.46000000834465027,0.36000001430511475,1.8454769849777222,0.36500000953674316,0.36000001430511475
10,2199,0.9900000095367432,0.18212179839611053,,,,,,
11,2209,,,0.097412109375,,,,,
11,2219,,,0.14959716796875,,,,,
11,2229,,,0.1868896484375,,,,,
11,2239,,,0.0676422119140625,,,,,
11,2249,,,0.04161834716796875,,,,,
11,2259,,,0.09580230712890625,,,,,
11,2269,,,0.0941162109375,,,,,
11,2279,,,0.28277587890625,,,,,
11,2289,,,0.0551605224609375,,,,,
11,2299,,,0.0829925537109375,,,,,
11,2309,,,0.0463409423828125,,,,,
11,2319,,,0.687744140625,,,,,
11,2329,,,0.41937255859375,,,,,
11,2339,,,0.78271484375,,,,,
11,2349,,,0.0414886474609375,,,,,
11,2359,,,0.01648712158203125,,,,,
11,2369,,,0.070281982421875,,,,,
11,2379,,,0.08740234375,,,,,
11,2389,,,0.30318450927734375,,,,,
11,2399,,,0.0469970703125,,,,,
11,2399,,,,0.49000000953674316,0.41999998688697815,1.8052619695663452,0.4266667068004608,0.416666716337204
11,2399,0.9925000071525574,0.15831919014453888,,,,,,
12,2409,,,0.2230224609375,,,,,
12,2419,,,0.1692962646484375,,,,,
12,2429,,,0.011974334716796875,,,,,
12,2439,,,0.05059051513671875,,,,,
12,2449,,,0.03936767578125,,,,,
12,2459,,,0.21092987060546875,,,,,
12,2469,,,0.156524658203125,,,,,
12,2479,,,0.42449951171875,,,,,
12,2489,,,0.024993896484375,,,,,
12,2499,,,0.0937652587890625,,,,,
12,2509,,,0.014623641967773438,,,,,
12,2519,,,0.4734344482421875,,,,,
12,2529,,,0.110198974609375,,,,,
12,2539,,,0.10833740234375,,,,,
12,2549,,,0.0518951416015625,,,,,
12,2559,,,0.083648681640625,,,,,
12,2569,,,0.0616455078125,,,,,
12,2579,,,0.10455322265625,,,,,
12,2589,,,0.0596923828125,,,,,
12,2599,,,0.140045166015625,,,,,
12,2599,,,,0.5099999904632568,0.4333333671092987,1.6794869899749756,0.4399999976158142,0.4300000071525574
12,2599,0.9925000071525574,0.15056070685386658,,,,,,
13,2609,,,0.05756950378417969,,,,,
13,2619,,,0.0323486328125,,,,,
13,2629,,,0.0811004638671875,,,,,
13,2639,,,0.107635498046875,,,,,
13,2649,,,0.043979644775390625,,,,,
13,2659,,,0.047088623046875,,,,,
13,2669,,,0.24790191650390625,,,,,
13,2679,,,0.10782623291015625,,,,,
13,2689,,,0.0224456787109375,,,,,
13,2699,,,0.192169189453125,,,,,
13,2709,,,0.0836944580078125,,,,,
13,2719,,,0.07277679443359375,,,,,
13,2729,,,0.105255126953125,,,,,
13,2739,,,0.083221435546875,,,,,
13,2749,,,0.146759033203125,,,,,
13,2759,,,0.0326995849609375,,,,,
13,2769,,,0.02610015869140625,,,,,
13,2779,,,0.22027587890625,,,,,
13,2789,,,0.0271759033203125,,,,,
13,2799,,,0.06497955322265625,,,,,
13,2799,,,,0.49000000953674316,0.4000000059604645,1.8710894584655762,0.40333330631256104,0.40333330631256104
13,2799,0.9925000071525574,0.13963383436203003,,,,,,
14,2809,,,0.48241424560546875,,,,,
14,2819,,,0.1431884765625,,,,,
14,2829,,,0.03485107421875,,,,,
14,2839,,,0.113800048828125,,,,,
14,2849,,,0.24822998046875,,,,,
14,2859,,,0.07976722717285156,,,,,
14,2869,,,0.1492919921875,,,,,
14,2879,,,0.330322265625,,,,,
14,2889,,,0.2261962890625,,,,,
14,2899,,,0.014621734619140625,,,,,
14,2909,,,0.08695220947265625,,,,,
14,2919,,,0.1339111328125,,,,,
14,2929,,,0.13043212890625,,,,,
14,2939,,,0.0489501953125,,,,,
14,2949,,,0.117767333984375,,,,,
14,2959,,,0.2481689453125,,,,,
14,2969,,,0.1009521484375,,,,,
14,2979,,,0.0683746337890625,,,,,
14,2989,,,0.051616668701171875,,,,,
14,2999,,,0.0716094970703125,,,,,
14,2999,,,,0.46000000834465027,0.3933333158493042,1.7407208681106567,0.39666664600372314,0.3916666507720947
14,2999,0.9925000071525574,0.14001479744911194,,,,,,
15,3009,,,0.055084228515625,,,,,
15,3019,,,0.8089599609375,,,,,
15,3029,,,0.08219146728515625,,,,,
15,3039,,,0.058349609375,,,,,
15,3049,,,0.05431365966796875,,,,,
15,3059,,,0.118011474609375,,,,,
15,3069,,,0.08322525024414062,,,,,
15,3079,,,0.05938720703125,,,,,
15,3089,,,0.08065032958984375,,,,,
15,3099,,,0.32923126220703125,,,,,
15,3109,,,0.102783203125,,,,,
15,3119,,,0.044132232666015625,,,,,
15,3129,,,0.097503662109375,,,,,
15,3139,,,0.13214111328125,,,,,
15,3149,,,0.118560791015625,,,,,
15,3159,,,0.24017333984375,,,,,
15,3169,,,0.0523223876953125,,,,,
15,3179,,,0.087799072265625,,,,,
15,3189,,,0.01818084716796875,,,,,
15,3199,,,0.04703521728515625,,,,,
15,3199,,,,0.47999998927116394,0.4000000059604645,1.7671796083450317,0.40666666626930237,0.39666667580604553
15,3199,0.9950000047683716,0.14703263342380524,,,,,,
16,3209,,,0.9371795654296875,,,,,
16,3219,,,0.11269378662109375,,,,,
16,3229,,,0.036495208740234375,,,,,
16,3239,,,0.25625038146972656,,,,,
16,3249,,,0.0672149658203125,,,,,
16,3259,,,0.0710296630859375,,,,,
16,3269,,,0.0322418212890625,,,,,
16,3279,,,0.341552734375,,,,,
16,3289,,,0.11456298828125,,,,,
16,3299,,,0.10284423828125,,,,,
16,3309,,,0.283660888671875,,,,,
16,3319,,,0.0891571044921875,,,,,
16,3329,,,0.1677703857421875,,,,,
16,3339,,,0.16607666015625,,,,,
16,3349,,,0.1485595703125,,,,,
16,3359,,,0.100799560546875,,,,,
16,3369,,,0.213623046875,,,,,
16,3379,,,0.197296142578125,,,,,
16,3389,,,0.037250518798828125,,,,,
16,3399,,,0.1529541015625,,,,,
16,3399,,,,0.46000000834465027,0.3866666555404663,1.8095061779022217,0.3933332860469818,0.38333332538604736
16,3399,0.9975000023841858,0.1292460411787033,,,,,,
17,3409,,,0.046142578125,,,,,
17,3419,,,0.04162406921386719,,,,,
17,3429,,,0.047695159912109375,,,,,
17,3439,,,0.239501953125,,,,,
17,3449,,,0.2308349609375,,,,,
17,3459,,,0.0190582275390625,,,,,
17,3469,,,0.08127593994140625,,,,,
17,3479,,,0.2769012451171875,,,,,
17,3489,,,0.1466217041015625,,,,,
17,3499,,,0.20142364501953125,,,,,
17,3509,,,0.0435791015625,,,,,
17,3519,,,0.052642822265625,,,,,
17,3529,,,0.0665130615234375,,,,,
17,3539,,,0.07318115234375,,,,,
17,3549,,,0.22314453125,,,,,
17,3559,,,0.1204833984375,,,,,
17,3569,,,0.05150604248046875,,,,,
17,3579,,,0.03458404541015625,,,,,
17,3589,,,0.05947113037109375,,,,,
17,3599,,,0.1275177001953125,,,,,
17,3599,,,,0.4699999988079071,0.37999996542930603,1.7524996995925903,0.3866666555404663,0.3766666650772095
17,3599,0.9975000023841858,0.1537248194217682,,,,,,
18,3609,,,0.07878875732421875,,,,,
18,3619,,,0.81982421875,,,,,
18,3629,,,0.08204841613769531,,,,,
18,3639,,,0.31817626953125,,,,,
18,3649,,,0.0498504638671875,,,,,
18,3659,,,0.0408782958984375,,,,,
18,3669,,,0.03104400634765625,,,,,
18,3679,,,0.134063720703125,,,,,
18,3689,,,0.21917724609375,,,,,
18,3699,,,0.2171630859375,,,,,
18,3709,,,0.07105255126953125,,,,,
18,3719,,,0.13341522216796875,,,,,
18,3729,,,0.06467247009277344,,,,,
18,3739,,,0.4051971435546875,,,,,
18,3749,,,0.49518394470214844,,,,,
18,3759,,,0.097412109375,,,,,
18,3769,,,0.09156036376953125,,,,,
18,3779,,,0.135711669921875,,,,,
18,3789,,,0.105621337890625,,,,,
18,3799,,,0.0674591064453125,,,,,
18,3799,,,,0.4699999988079071,0.3933333158493042,1.8603764772415161,0.3999999761581421,0.38999995589256287
18,3799,0.9900000095367432,0.14987419545650482,,,,,,
19,3809,,,0.21661376953125,,,,,
19,3819,,,0.14520263671875,,,,,
19,3829,,,0.067718505859375,,,,,
19,3839,,,0.121734619140625,,,,,
19,3849,,,0.049285888671875,,,,,
19,3859,,,0.23150634765625,,,,,
19,3869,,,0.06793212890625,,,,,
19,3879,,,0.085601806640625,,,,,
19,3889,,,0.09173583984375,,,,,
19,3899,,,0.03076934814453125,,,,,
19,3909,,,0.1085662841796875,,,,,
19,3919,,,0.2584228515625,,,,,
19,3929,,,0.0547943115234375,,,,,
19,3939,,,0.240936279296875,,,,,
19,3949,,,0.09600067138671875,,,,,
19,3959,,,0.022214889526367188,,,,,
19,3969,,,0.05419921875,,,,,
19,3979,,,0.03971099853515625,,,,,
19,3989,,,0.02632904052734375,,,,,
19,3999,,,0.08147048950195312,,,,,
19,3999,,,,0.5099999904632568,0.4200000464916229,1.7902227640151978,0.42500001192092896,0.41999998688697815
19,3999,0.9975000023841858,0.14356675744056702,,,,,,
